customer_id,age,gender,item_purchased,category,purchase_amount,location,size,color,season,review_rating,subscription_status,shipping_type,discount_applied,promo_code_used,previous_purchases,payment_method,frequency_of_purchases,review_missing,used_promo,purchases_per_year,engagement_score,promo_dependency_score,promo_dependency_tier,lifetime_value_proxy,value_tier,satisfaction_tier,high_satisfaction,loyalty_score_a,loyalty_score_b,loyal_a_flag,loyal_b_flag
2029,29,Male,Shoes,Footwear,84,Ohio,XL,Purple,Fall,3.7,No,2-Day Shipping,No,No,10,Venmo,Bi-Weekly,0,0,26,30.6,0.0,No Promo Use,840,Silver,Neutral,0,30.6,16.6,0,0
2030,25,Male,Scarf,Accessories,23,Montana,M,Pink,Spring,4.6,No,Next Day Air,No,No,40,PayPal,Quarterly,0,0,4,50.1,0.0,No Promo Use,920,Silver,Satisfied,1,50.1,18.2,0,0
2031,66,Male,Sunglasses,Accessories,67,New Mexico,S,Green,Summer,2.8,No,Standard,No,No,38,Credit Card,Monthly,0,0,12,53.9,0.0,No Promo Use,2546,Platinum,Dissatisfied,0,53.9,51.2,0,1
2032,21,Male,Socks,Clothing,51,North Carolina,L,Charcoal,Spring,4.0,No,Standard,No,No,2,Credit Card,Monthly,0,0,12,9.9,0.0,No Promo Use,102,Bronze,Neutral,0,9.9,1.6,0,0
2033,46,Male,Blouse,Clothing,36,South Carolina,M,Maroon,Winter,4.2,No,Next Day Air,No,No,13,Cash,Annually,0,0,1,14.7,0.0,No Promo Use,468,Bronze,Satisfied,1,14.7,9.1,0,0
2034,57,Male,Jeans,Clothing,55,Illinois,L,Olive,Summer,3.6,No,Express,No,No,33,Venmo,Annually,0,0,1,39.2,0.0,No Promo Use,1815,Gold,Neutral,0,39.2,36.4,0,1
2035,61,Male,Shorts,Clothing,30,Alabama,M,Peach,Spring,2.9,No,Store Pickup,No,No,27,PayPal,Monthly,0,0,12,40.5,0.0,No Promo Use,810,Silver,Dissatisfied,0,40.5,16.0,0,0
2036,53,Male,T-shirt,Clothing,70,Oklahoma,S,Yellow,Summer,4.1,No,Express,No,No,43,Bank Transfer,Weekly,0,0,52,91.4,0.0,No Promo Use,3010,Platinum,Satisfied,1,91.4,60.6,1,1
2037,37,Male,Blouse,Clothing,63,Minnesota,S,Lavender,Winter,3.1,No,Next Day Air,No,No,46,Cash,Weekly,0,0,52,95.1,0.0,No Promo Use,2898,Platinum,Dissatisfied,0,95.1,58.4,1,1
2038,39,Male,Belt,Accessories,87,Illinois,S,Green,Summer,4.3,No,Express,No,No,7,Venmo,Bi-Weekly,0,0,26,27.0,0.0,No Promo Use,609,Bronze,Satisfied,1,27.0,11.9,0,0
2039,53,Male,Blouse,Clothing,70,Arkansas,L,Orange,Spring,4.4,No,Next Day Air,No,No,35,Credit Card,Fortnightly,0,0,26,61.2,0.0,No Promo Use,2450,Platinum,Satisfied,1,61.2,49.3,1,1
2040,35,Male,T-shirt,Clothing,51,Minnesota,M,Olive,Spring,3.1,No,Next Day Air,No,No,31,Debit Card,Bi-Weekly,0,0,26,56.3,0.0,No Promo Use,1581,Gold,Dissatisfied,0,56.3,31.6,1,0
2041,69,Male,Jewelry,Accessories,25,South Carolina,XL,Gray,Spring,2.9,No,Free Shipping,No,No,42,Venmo,Quarterly,0,0,4,52.6,0.0,No Promo Use,1050,Silver,Dissatisfied,0,52.6,20.9,0,0
2042,66,Male,Jacket,Outerwear,32,New York,S,Lavender,Winter,3.2,No,Next Day Air,No,No,14,PayPal,Bi-Weekly,0,0,26,35.5,0.0,No Promo Use,448,Bronze,Dissatisfied,0,35.5,8.7,0,0
2043,19,Male,Shoes,Footwear,52,Alabama,M,Red,Spring,4.0,No,2-Day Shipping,No,No,35,Venmo,Monthly,0,0,12,50.3,0.0,No Promo Use,1820,Gold,Neutral,0,50.3,36.5,0,1
2044,47,Male,Gloves,Accessories,33,New York,M,Charcoal,Summer,2.7,No,Standard,No,No,49,PayPal,Weekly,0,0,52,98.8,0.0,No Promo Use,1617,Gold,Dissatisfied,0,98.8,32.4,1,1
2045,49,Male,Jeans,Clothing,68,Missouri,L,Orange,Spring,3.0,No,Free Shipping,No,No,17,PayPal,Fortnightly,0,0,26,39.2,0.0,No Promo Use,1156,Silver,Dissatisfied,0,39.2,23.0,0,0
2046,31,Male,Jewelry,Accessories,20,Georgia,M,Red,Fall,4.4,No,Express,No,No,26,PayPal,Quarterly,0,0,4,33.0,0.0,No Promo Use,520,Bronze,Satisfied,1,33.0,10.1,0,0
2047,39,Male,Pants,Clothing,32,Oklahoma,M,Maroon,Winter,2.8,No,Free Shipping,No,No,30,Cash,Every 3 Months,0,0,4,37.9,0.0,No Promo Use,960,Silver,Dissatisfied,0,37.9,19.1,0,0
2048,58,Male,Jewelry,Accessories,82,Connecticut,M,Silver,Summer,3.1,No,Store Pickup,No,No,32,Cash,Annually,0,0,1,38.0,0.0,No Promo Use,2624,Platinum,Dissatisfied,0,38.0,52.8,0,1
2049,45,Male,Sneakers,Footwear,64,Michigan,XL,Pink,Winter,3.9,No,Express,No,No,35,Bank Transfer,Quarterly,0,0,4,44.0,0.0,No Promo Use,2240,Platinum,Neutral,0,44.0,45.0,0,1
2050,68,Male,Boots,Footwear,24,Rhode Island,L,Blue,Fall,2.7,No,Standard,No,No,15,Venmo,Annually,0,0,1,17.1,0.0,No Promo Use,360,Bronze,Dissatisfied,0,17.1,6.9,0,0
2051,35,Male,Hat,Accessories,96,Mississippi,M,Teal,Summer,3.4,No,Store Pickup,No,No,10,Debit Card,Annually,0,0,1,11.0,0.0,No Promo Use,960,Silver,Neutral,0,11.0,19.1,0,0
2052,65,Male,T-shirt,Clothing,94,Massachusetts,L,Black,Spring,3.8,No,Free Shipping,No,No,14,Credit Card,Monthly,0,0,12,24.5,0.0,No Promo Use,1316,Gold,Neutral,0,24.5,26.3,0,0
2053,45,Male,Backpack,Accessories,48,New Hampshire,M,Gray,Winter,3.7,No,2-Day Shipping,No,No,30,Bank Transfer,Annually,0,0,1,35.5,0.0,No Promo Use,1440,Gold,Neutral,0,35.5,28.8,0,0
2054,19,Male,Sunglasses,Accessories,60,Wyoming,S,Purple,Spring,4.5,No,2-Day Shipping,No,No,16,Credit Card,Fortnightly,0,0,26,38.0,0.0,No Promo Use,960,Silver,Satisfied,1,38.0,19.1,0,0
2055,65,Male,Sweater,Clothing,56,New Jersey,XL,Gold,Spring,2.9,No,Express,No,No,14,PayPal,Annually,0,0,1,15.9,0.0,No Promo Use,784,Silver,Dissatisfied,0,15.9,15.5,0,0
2056,28,Male,Handbag,Accessories,33,Texas,M,Silver,Fall,3.4,No,2-Day Shipping,No,No,28,Bank Transfer,Weekly,0,0,52,73.1,0.0,No Promo Use,924,Silver,Neutral,0,73.1,18.3,1,0
2057,55,Male,Backpack,Accessories,46,Minnesota,L,Blue,Spring,4.4,No,2-Day Shipping,No,No,29,PayPal,Monthly,0,0,12,42.9,0.0,No Promo Use,1334,Gold,Satisfied,1,42.9,26.6,0,0
2058,66,Male,Socks,Clothing,37,South Dakota,L,Yellow,Spring,4.2,No,Standard,No,No,5,PayPal,Every 3 Months,0,0,4,7.3,0.0,No Promo Use,185,Bronze,Satisfied,1,7.3,3.3,0,0
2059,29,Male,Shirt,Clothing,98,Washington,M,Brown,Winter,3.3,No,Store Pickup,No,No,17,Bank Transfer,Quarterly,0,0,4,21.9,0.0,No Promo Use,1666,Gold,Neutral,0,21.9,33.4,0,1
2060,56,Male,Shorts,Clothing,50,California,XL,Beige,Spring,3.7,No,Express,No,No,50,PayPal,Weekly,0,0,52,100.0,0.0,No Promo Use,2500,Platinum,Neutral,0,100.0,50.3,1,1
2061,21,Male,Belt,Accessories,63,Wisconsin,M,Blue,Fall,3.2,No,Next Day Air,No,No,23,Bank Transfer,Quarterly,0,0,4,29.3,0.0,No Promo Use,1449,Gold,Dissatisfied,0,29.3,29.0,0,0
2062,32,Male,Sweater,Clothing,70,Michigan,S,Magenta,Summer,2.6,No,Store Pickup,No,No,22,Debit Card,Annually,0,0,1,25.7,0.0,No Promo Use,1540,Gold,Dissatisfied,0,25.7,30.8,0,0
2063,54,Male,Coat,Outerwear,63,South Carolina,L,Silver,Fall,2.8,No,Standard,No,No,15,Cash,Quarterly,0,0,4,19.5,0.0,No Promo Use,945,Silver,Dissatisfied,0,19.5,18.7,0,0
2064,61,Male,Shorts,Clothing,86,Indiana,M,Cyan,Fall,2.9,No,Standard,No,No,32,Cash,Monthly,0,0,12,46.6,0.0,No Promo Use,2752,Platinum,Dissatisfied,0,46.6,55.4,0,1
2065,31,Male,Shoes,Footwear,99,Arkansas,M,Green,Summer,4.0,No,2-Day Shipping,No,No,5,Bank Transfer,Monthly,0,0,12,13.5,0.0,No Promo Use,495,Bronze,Neutral,0,13.5,9.6,0,0
2066,27,Male,Sneakers,Footwear,40,Oregon,M,Blue,Spring,2.9,No,Free Shipping,No,No,6,Bank Transfer,Bi-Weekly,0,0,26,25.7,0.0,No Promo Use,240,Bronze,Dissatisfied,0,25.7,4.4,0,0
2067,64,Male,Sneakers,Footwear,92,Illinois,M,Olive,Fall,4.7,No,Store Pickup,No,No,44,Debit Card,Fortnightly,0,0,26,72.3,0.0,No Promo Use,4048,Platinum,Satisfied,1,72.3,81.7,1,1
2068,60,Male,Pants,Clothing,21,Maryland,XL,Beige,Fall,3.1,No,2-Day Shipping,No,No,23,Cash,Fortnightly,0,0,26,46.5,0.0,No Promo Use,483,Bronze,Dissatisfied,0,46.5,9.4,0,0
2069,70,Male,Jewelry,Accessories,81,Vermont,XL,Black,Summer,3.9,No,Store Pickup,No,No,44,Venmo,Monthly,0,0,12,61.3,0.0,No Promo Use,3564,Platinum,Neutral,0,61.3,71.9,1,1
2070,36,Male,T-shirt,Clothing,82,Texas,M,Indigo,Fall,3.4,No,Free Shipping,No,No,3,Debit Card,Quarterly,0,0,4,4.8,0.0,No Promo Use,246,Bronze,Neutral,0,4.8,4.6,0,0
2071,56,Male,Jewelry,Accessories,88,Nebraska,XL,Red,Spring,3.1,No,Express,No,No,14,Cash,Monthly,0,0,12,24.5,0.0,No Promo Use,1232,Silver,Dissatisfied,0,24.5,24.6,0,0
2072,69,Male,Jacket,Outerwear,100,South Carolina,S,Yellow,Fall,4.8,No,Store Pickup,No,No,37,PayPal,Quarterly,0,0,4,46.4,0.0,No Promo Use,3700,Platinum,Satisfied,1,46.4,74.6,0,1
2073,39,Male,Backpack,Accessories,66,Massachusetts,M,Beige,Winter,3.9,No,Next Day Air,No,No,22,Bank Transfer,Weekly,0,0,52,65.7,0.0,No Promo Use,1452,Gold,Neutral,0,65.7,29.0,1,0
2074,38,Male,Belt,Accessories,25,Texas,S,Green,Winter,3.5,No,Next Day Air,No,No,2,PayPal,Every 3 Months,0,0,4,3.6,0.0,No Promo Use,50,Bronze,Neutral,0,3.6,0.6,0,0
2075,36,Male,Scarf,Accessories,53,Florida,M,White,Summer,3.1,No,Free Shipping,No,No,44,Debit Card,Fortnightly,0,0,26,72.3,0.0,No Promo Use,2332,Platinum,Dissatisfied,0,72.3,46.9,1,1
2076,46,Male,Sweater,Clothing,28,South Carolina,S,Turquoise,Fall,4.7,No,Express,No,No,49,Debit Card,Monthly,0,0,12,67.4,0.0,No Promo Use,1372,Gold,Satisfied,1,67.4,27.4,1,0
2077,59,Male,Gloves,Accessories,23,Florida,S,Indigo,Fall,4.6,No,Free Shipping,No,No,22,Debit Card,Bi-Weekly,0,0,26,45.3,0.0,No Promo Use,506,Bronze,Satisfied,1,45.3,9.8,0,0
2078,64,Male,Scarf,Accessories,34,Nebraska,L,Orange,Fall,3.3,No,Free Shipping,No,No,26,Bank Transfer,Annually,0,0,1,30.6,0.0,No Promo Use,884,Silver,Neutral,0,30.6,17.5,0,0
2079,49,Male,Dress,Clothing,42,Hawaii,M,Blue,Spring,3.2,No,Next Day Air,No,No,40,Debit Card,Weekly,0,0,52,87.8,0.0,No Promo Use,1680,Gold,Dissatisfied,0,87.8,33.7,1,1
2080,32,Male,Jeans,Clothing,24,Montana,L,Violet,Summer,3.1,No,Next Day Air,No,No,16,PayPal,Quarterly,0,0,4,20.7,0.0,No Promo Use,384,Bronze,Dissatisfied,0,20.7,7.4,0,0
2081,29,Male,Sunglasses,Accessories,47,South Dakota,S,Gray,Fall,3.5,No,Free Shipping,No,No,17,Debit Card,Bi-Weekly,0,0,26,39.2,0.0,No Promo Use,799,Silver,Neutral,0,39.2,15.8,0,0
2082,24,Male,Coat,Outerwear,78,Alabama,S,Cyan,Spring,4.3,No,Standard,No,No,48,Bank Transfer,Bi-Weekly,0,0,26,77.2,0.0,No Promo Use,3744,Platinum,Satisfied,1,77.2,75.5,1,1
2083,41,Male,Jeans,Clothing,89,Arkansas,M,Yellow,Summer,2.9,No,Free Shipping,No,No,28,Venmo,Every 3 Months,0,0,4,35.4,0.0,No Promo Use,2492,Platinum,Dissatisfied,0,35.4,50.1,0,1
2084,41,Male,Scarf,Accessories,59,Mississippi,L,Orange,Fall,2.7,No,Store Pickup,No,No,26,Credit Card,Fortnightly,0,0,26,50.2,0.0,No Promo Use,1534,Gold,Dissatisfied,0,50.2,30.7,0,0
2085,32,Male,Blouse,Clothing,94,Vermont,S,Brown,Summer,4.0,No,Standard,No,No,43,Bank Transfer,Quarterly,0,0,4,53.8,0.0,No Promo Use,4042,Platinum,Neutral,0,53.8,81.6,0,1
2086,69,Male,Jeans,Clothing,49,New York,M,Teal,Fall,4.6,No,Free Shipping,No,No,38,Debit Card,Weekly,0,0,52,85.3,0.0,No Promo Use,1862,Gold,Satisfied,1,85.3,37.4,1,1
2087,65,Male,Dress,Clothing,89,North Dakota,L,Beige,Summer,4.7,No,2-Day Shipping,No,No,36,Cash,Every 3 Months,0,0,4,45.2,0.0,No Promo Use,3204,Platinum,Satisfied,1,45.2,64.6,0,1
2088,54,Male,Hat,Accessories,91,Wisconsin,M,Blue,Summer,4.7,No,Standard,No,No,1,Credit Card,Weekly,0,0,52,40.0,0.0,No Promo Use,91,Bronze,Satisfied,1,40.0,1.4,0,0
2089,39,Male,Sandals,Footwear,89,California,L,Orange,Spring,4.0,No,Standard,No,No,49,Debit Card,Annually,0,0,1,58.8,0.0,No Promo Use,4361,Platinum,Neutral,0,58.8,88.1,1,1
2090,37,Male,Jacket,Outerwear,57,Maryland,L,Gold,Spring,3.6,No,Free Shipping,No,No,41,Credit Card,Every 3 Months,0,0,4,51.3,0.0,No Promo Use,2337,Platinum,Neutral,0,51.3,47.0,0,1
2091,51,Male,Socks,Clothing,71,Massachusetts,S,Teal,Winter,3.4,No,Free Shipping,No,No,21,Debit Card,Monthly,0,0,12,33.1,0.0,No Promo Use,1491,Gold,Neutral,0,33.1,29.8,0,0
2092,26,Male,Jeans,Clothing,97,Washington,XL,Beige,Fall,3.0,No,Next Day Air,No,No,24,Bank Transfer,Quarterly,0,0,4,30.5,0.0,No Promo Use,2328,Platinum,Dissatisfied,0,30.5,46.8,0,1
2093,42,Male,Sandals,Footwear,45,Minnesota,M,Silver,Fall,2.6,No,Next Day Air,No,No,27,Bank Transfer,Weekly,0,0,52,71.8,0.0,No Promo Use,1215,Silver,Dissatisfied,0,71.8,24.2,1,0
2094,21,Male,Dress,Clothing,91,Washington,M,Maroon,Spring,4.2,No,Store Pickup,No,No,4,Debit Card,Annually,0,0,1,3.7,0.0,No Promo Use,364,Bronze,Satisfied,1,3.7,7.0,0,0
2095,53,Male,Socks,Clothing,25,South Carolina,M,Indigo,Spring,3.4,No,Standard,No,No,19,Venmo,Annually,0,0,1,22.0,0.0,No Promo Use,475,Bronze,Neutral,0,22.0,9.2,0,0
2096,36,Male,Hoodie,Clothing,63,New Mexico,M,Gray,Fall,4.0,No,Store Pickup,No,No,1,Bank Transfer,Fortnightly,0,0,26,19.6,0.0,No Promo Use,63,Bronze,Neutral,0,19.6,0.9,0,0
2097,21,Male,Dress,Clothing,52,North Carolina,L,Blue,Summer,4.7,No,Free Shipping,No,No,27,Debit Card,Annually,0,0,1,31.8,0.0,No Promo Use,1404,Gold,Satisfied,1,31.8,28.1,0,0
2098,33,Male,Sneakers,Footwear,43,Iowa,S,Cyan,Winter,3.9,No,Next Day Air,No,No,5,Credit Card,Weekly,0,0,52,44.9,0.0,No Promo Use,215,Bronze,Neutral,0,44.9,3.9,0,0
2099,49,Male,T-shirt,Clothing,28,Louisiana,M,White,Summer,3.3,No,2-Day Shipping,No,No,20,Venmo,Quarterly,0,0,4,25.6,0.0,No Promo Use,560,Bronze,Neutral,0,25.6,10.9,0,0
2100,31,Male,T-shirt,Clothing,78,Oklahoma,L,Green,Summer,2.9,No,Express,No,No,50,PayPal,Annually,0,0,1,60.0,0.0,No Promo Use,3900,Platinum,Dissatisfied,0,60.0,78.7,1,1
2101,68,Male,Sweater,Clothing,31,Michigan,M,Silver,Spring,4.4,No,Free Shipping,No,No,36,Cash,Fortnightly,0,0,26,62.5,0.0,No Promo Use,1116,Silver,Satisfied,1,62.5,22.2,1,0
2102,49,Male,Shirt,Clothing,23,Oregon,M,Blue,Winter,3.6,No,Next Day Air,No,No,12,Bank Transfer,Bi-Weekly,0,0,26,33.1,0.0,No Promo Use,276,Bronze,Neutral,0,33.1,5.2,0,0
2103,23,Male,Hat,Accessories,25,Idaho,M,Brown,Spring,4.5,No,Store Pickup,No,No,23,Cash,Monthly,0,0,12,35.6,0.0,No Promo Use,575,Bronze,Satisfied,1,35.6,11.2,0,0
2104,30,Male,Pants,Clothing,86,Indiana,S,Red,Summer,3.7,No,Store Pickup,No,No,21,Venmo,Weekly,0,0,52,64.5,0.0,No Promo Use,1806,Gold,Neutral,0,64.5,36.2,1,1
2105,53,Male,Shoes,Footwear,88,New Mexico,M,Gold,Spring,2.8,No,Free Shipping,No,No,47,Venmo,Weekly,0,0,52,96.3,0.0,No Promo Use,4136,Platinum,Dissatisfied,0,96.3,83.5,1,1
2106,65,Male,Gloves,Accessories,35,South Carolina,M,Silver,Spring,4.5,No,Free Shipping,No,No,38,Venmo,Bi-Weekly,0,0,26,64.9,0.0,No Promo Use,1330,Gold,Satisfied,1,64.9,26.6,1,0
2107,60,Male,Jewelry,Accessories,34,Vermont,M,Gray,Fall,4.4,No,Standard,No,No,40,Credit Card,Every 3 Months,0,0,4,50.1,0.0,No Promo Use,1360,Gold,Satisfied,1,50.1,27.2,0,0
2108,46,Male,Pants,Clothing,75,Delaware,M,Black,Winter,3.3,No,Standard,No,No,35,PayPal,Quarterly,0,0,4,44.0,0.0,No Promo Use,2625,Platinum,Neutral,0,44.0,52.8,0,1
2109,54,Male,Hoodie,Clothing,46,North Dakota,XL,Beige,Winter,4.2,No,Express,No,No,4,Credit Card,Quarterly,0,0,4,6.0,0.0,No Promo Use,184,Bronze,Satisfied,1,6.0,3.3,0,0
2110,59,Male,Jewelry,Accessories,31,California,L,Peach,Fall,2.7,No,Free Shipping,No,No,28,Venmo,Every 3 Months,0,0,4,35.4,0.0,No Promo Use,868,Silver,Dissatisfied,0,35.4,17.2,0,0
2111,52,Male,Socks,Clothing,93,Montana,L,Cyan,Spring,3.9,No,Store Pickup,No,No,36,Debit Card,Every 3 Months,0,0,4,45.2,0.0,No Promo Use,3348,Platinum,Neutral,0,45.2,67.5,0,1
2112,41,Male,Sunglasses,Accessories,85,Missouri,XL,Pink,Spring,2.6,No,Free Shipping,No,No,15,Bank Transfer,Annually,0,0,1,17.1,0.0,No Promo Use,1275,Silver,Dissatisfied,0,17.1,25.4,0,0
2113,43,Male,Belt,Accessories,68,Tennessee,M,Lavender,Fall,4.5,No,2-Day Shipping,No,No,7,Cash,Fortnightly,0,0,26,27.0,0.0,No Promo Use,476,Bronze,Satisfied,1,27.0,9.2,0,0
2114,63,Male,Dress,Clothing,40,Virginia,M,Brown,Spring,2.7,No,Store Pickup,No,No,29,PayPal,Every 3 Months,0,0,4,36.6,0.0,No Promo Use,1160,Silver,Dissatisfied,0,36.6,23.1,0,0
2115,37,Male,Shirt,Clothing,51,Vermont,M,Magenta,Winter,2.9,No,Standard,No,No,12,Debit Card,Annually,0,0,1,13.5,0.0,No Promo Use,612,Bronze,Dissatisfied,0,13.5,12.0,0,0
2116,44,Male,Scarf,Accessories,85,Rhode Island,M,Violet,Winter,3.4,No,Store Pickup,No,No,16,Bank Transfer,Bi-Weekly,0,0,26,38.0,0.0,No Promo Use,1360,Gold,Neutral,0,38.0,27.2,0,0
2117,67,Male,Jacket,Outerwear,23,Kansas,M,Teal,Summer,2.9,No,Express,No,No,50,Debit Card,Bi-Weekly,0,0,26,79.6,0.0,No Promo Use,1150,Silver,Dissatisfied,0,79.6,22.9,1,0
2118,27,Male,Dress,Clothing,28,Colorado,L,Brown,Summer,3.8,No,Free Shipping,No,No,11,Debit Card,Annually,0,0,1,12.2,0.0,No Promo Use,308,Bronze,Neutral,0,12.2,5.8,0,0
2119,60,Male,Socks,Clothing,44,Georgia,M,Olive,Fall,4.2,No,2-Day Shipping,No,No,28,Debit Card,Quarterly,0,0,4,35.4,0.0,No Promo Use,1232,Silver,Satisfied,1,35.4,24.6,0,0
2120,58,Male,Jewelry,Accessories,57,Nebraska,M,Indigo,Spring,3.5,No,Store Pickup,No,No,36,Venmo,Bi-Weekly,0,0,26,62.5,0.0,No Promo Use,2052,Gold,Neutral,0,62.5,41.2,1,1
2121,53,Male,Scarf,Accessories,98,Missouri,S,Red,Fall,3.1,No,Next Day Air,No,No,38,PayPal,Quarterly,0,0,4,47.7,0.0,No Promo Use,3724,Platinum,Dissatisfied,0,47.7,75.1,0,1
2122,43,Male,Backpack,Accessories,68,Alaska,M,Olive,Winter,3.5,No,2-Day Shipping,No,No,32,Bank Transfer,Monthly,0,0,12,46.6,0.0,No Promo Use,2176,Gold,Neutral,0,46.6,43.7,0,1
2123,32,Male,Jacket,Outerwear,36,Virginia,L,Teal,Fall,4.0,No,Express,No,No,42,Debit Card,Weekly,0,0,52,90.2,0.0,No Promo Use,1512,Gold,Neutral,0,90.2,30.2,1,0
2124,54,Male,Coat,Outerwear,71,Nebraska,L,Cyan,Spring,3.7,No,Express,No,No,22,Debit Card,Bi-Weekly,0,0,26,45.3,0.0,No Promo Use,1562,Gold,Neutral,0,45.3,31.3,0,0
2125,47,Male,Skirt,Clothing,60,Rhode Island,M,Teal,Fall,4.2,No,Next Day Air,No,No,22,Venmo,Quarterly,0,0,4,28.1,0.0,No Promo Use,1320,Gold,Satisfied,1,28.1,26.4,0,0
2126,57,Male,Coat,Outerwear,87,New Hampshire,M,Beige,Fall,4.8,No,Store Pickup,No,No,31,PayPal,Quarterly,0,0,4,39.1,0.0,No Promo Use,2697,Platinum,Satisfied,1,39.1,54.3,0,1
2127,63,Male,Shoes,Footwear,38,Alabama,XL,Magenta,Winter,4.1,No,Express,No,No,28,Credit Card,Monthly,0,0,12,41.7,0.0,No Promo Use,1064,Silver,Satisfied,1,41.7,21.2,0,0
2128,70,Male,Boots,Footwear,45,North Carolina,M,Indigo,Spring,4.5,No,2-Day Shipping,No,No,40,Debit Card,Weekly,0,0,52,87.8,0.0,No Promo Use,1800,Gold,Satisfied,1,87.8,36.1,1,1
2129,62,Male,Coat,Outerwear,47,New Mexico,L,Cyan,Fall,2.7,No,2-Day Shipping,No,No,21,PayPal,Weekly,0,0,52,64.5,0.0,No Promo Use,987,Silver,Dissatisfied,0,64.5,19.6,1,0
2130,40,Male,Skirt,Clothing,57,Minnesota,L,Orange,Fall,2.8,No,Store Pickup,No,No,12,PayPal,Every 3 Months,0,0,4,15.8,0.0,No Promo Use,684,Silver,Dissatisfied,0,15.8,13.5,0,0
2131,25,Male,Backpack,Accessories,68,Arizona,L,Violet,Summer,3.7,No,Free Shipping,No,No,33,Credit Card,Annually,0,0,1,39.2,0.0,No Promo Use,2244,Platinum,Neutral,0,39.2,45.1,0,1
2132,19,Male,Shorts,Clothing,52,Montana,M,Red,Fall,3.6,No,Express,No,No,9,Bank Transfer,Fortnightly,0,0,26,29.4,0.0,No Promo Use,468,Bronze,Neutral,0,29.4,9.1,0,0
2133,25,Male,Skirt,Clothing,87,Vermont,M,Magenta,Fall,4.7,No,2-Day Shipping,No,No,15,Debit Card,Weekly,0,0,52,57.1,0.0,No Promo Use,1305,Gold,Satisfied,1,57.1,26.0,1,0
2134,21,Male,Hat,Accessories,34,Maine,M,Olive,Summer,3.8,No,Standard,No,No,13,Bank Transfer,Annually,0,0,1,14.7,0.0,No Promo Use,442,Bronze,Neutral,0,14.7,8.5,0,0
2135,55,Male,Sandals,Footwear,41,Virginia,XL,Maroon,Winter,2.9,No,Standard,No,No,35,Credit Card,Fortnightly,0,0,26,61.2,0.0,No Promo Use,1435,Gold,Dissatisfied,0,61.2,28.7,1,0
2136,34,Male,Sunglasses,Accessories,94,California,S,Yellow,Winter,4.6,No,Next Day Air,No,No,1,Debit Card,Every 3 Months,0,0,4,2.4,0.0,No Promo Use,94,Bronze,Satisfied,1,2.4,1.5,0,0
2137,47,Male,Sunglasses,Accessories,93,New York,M,Red,Summer,2.8,No,Standard,No,No,25,Bank Transfer,Fortnightly,0,0,26,49.0,0.0,No Promo Use,2325,Platinum,Dissatisfied,0,49.0,46.7,0,1
2138,27,Male,Socks,Clothing,51,Indiana,XL,Purple,Winter,4.6,No,2-Day Shipping,No,No,20,Credit Card,Every 3 Months,0,0,4,25.6,0.0,No Promo Use,1020,Silver,Satisfied,1,25.6,20.3,0,0
2139,67,Male,Sweater,Clothing,42,Mississippi,M,Teal,Fall,2.8,No,Next Day Air,No,No,36,Venmo,Quarterly,0,0,4,45.2,0.0,No Promo Use,1512,Gold,Dissatisfied,0,45.2,30.2,0,0
2140,40,Male,Boots,Footwear,95,New York,M,Red,Winter,3.0,No,Free Shipping,No,No,33,Cash,Weekly,0,0,52,79.2,0.0,No Promo Use,3135,Platinum,Dissatisfied,0,79.2,63.2,1,1
2141,53,Male,Handbag,Accessories,90,New Mexico,M,Brown,Fall,3.7,No,Standard,No,No,36,Cash,Fortnightly,0,0,26,62.5,0.0,No Promo Use,3240,Platinum,Neutral,0,62.5,65.3,1,1
2142,24,Male,Dress,Clothing,98,Kentucky,M,Peach,Winter,4.1,No,2-Day Shipping,No,No,32,PayPal,Annually,0,0,1,38.0,0.0,No Promo Use,3136,Platinum,Satisfied,1,38.0,63.2,0,1
2143,47,Male,Hat,Accessories,39,North Dakota,M,Maroon,Winter,4.3,No,Next Day Air,No,No,21,Venmo,Quarterly,0,0,4,26.8,0.0,No Promo Use,819,Silver,Satisfied,1,26.8,16.2,0,0
2144,53,Male,Sandals,Footwear,66,Arkansas,L,Red,Fall,3.8,No,Next Day Air,No,No,48,Venmo,Bi-Weekly,0,0,26,77.2,0.0,No Promo Use,3168,Platinum,Neutral,0,77.2,63.8,1,1
2145,47,Male,Shoes,Footwear,23,Maryland,L,Orange,Winter,3.7,No,Free Shipping,No,No,25,PayPal,Quarterly,0,0,4,31.7,0.0,No Promo Use,575,Bronze,Neutral,0,31.7,11.2,0,0
2146,38,Male,Skirt,Clothing,73,Connecticut,S,White,Winter,4.8,No,Standard,No,No,32,PayPal,Annually,0,0,1,38.0,0.0,No Promo Use,2336,Platinum,Satisfied,1,38.0,47.0,0,1
2147,48,Male,Sunglasses,Accessories,23,Utah,XL,White,Summer,4.6,No,Standard,No,No,45,PayPal,Every 3 Months,0,0,4,56.2,0.0,No Promo Use,1035,Silver,Satisfied,1,56.2,20.6,1,0
2148,47,Male,Skirt,Clothing,43,Missouri,S,Charcoal,Fall,4.8,No,Standard,No,No,4,Cash,Fortnightly,0,0,26,23.3,0.0,No Promo Use,172,Bronze,Satisfied,1,23.3,3.1,0,0
